10000; 1.726; 49995000
20000; 3.173; 199990000
30000; 9.638; 449985000
40000; 11.790; 799980000
50000; 18.383; 1249975000
60000; 26.873; 1799970000
70000; 36.092; 2449965000
80000; 50.730; 3199960000
90000; 59.840; 4049955000
100000; 78.874; 4999950000
