10000; 0.167; 50004999
20000; 0.692; 200009999
30000; 1.425; 450014999
40000; 2.605; 800019999
50000; 4.119; 1250024999
60000; 5.817; 1800029999
70000; 8.244; 2450034999
80000; 11.023; 3200039999
90000; 16.233; 4050044999
100000; 21.080; 5000049999
