10000; 0.000; 9999
20000; 0.000; 19999
30000; 0.000; 29999
40000; 0.000; 39999
50000; 0.000; 49999
60000; 0.000; 59999
70000; 0.000; 69999
80000; 0.000; 79999
90000; 0.000; 89999
100000; 0.000; 99999
