10000; 0.003; 192560
20000; 0.004; 415120
30000; 0.007; 626992
40000; 0.010; 890240
50000; 0.012; 1147280
60000; 0.014; 1343984
70000; 0.015; 1621072
80000; 0.022; 1900480
90000; 0.024; 2126240
100000; 0.022; 2444560
