10000; 0.080; 24944039
20000; 0.350; 99799295
30000; 0.726; 226250152
40000; 1.307; 399289859
50000; 1.990; 624411403
60000; 2.878; 898022505
70000; 4.153; 1223882842
80000; 5.573; 1595952725
90000; 8.340; 2022630720
100000; 10.682; 2492775203
