10000; 1.462; 49995000
20000; 4.400; 199990000
30000; 8.912; 449985000
40000; 19.083; 799980000
50000; 25.702; 1249975000
60000; 35.722; 1799970000
70000; 50.558; 2449965000
80000; 66.071; 3199960000
90000; 82.442; 4049955000
100000; 101.544; 4999950000
