10000; 0.144; 49995000
20000; 0.585; 199990000
30000; 1.209; 449985000
40000; 2.192; 799980000
50000; 3.422; 1249975000
60000; 4.887; 1799970000
70000; 7.180; 2449965000
80000; 8.768; 3199960000
90000; 11.478; 4049955000
100000; 13.599; 4999950000
