10000; 0.148; 49995000
20000; 0.833; 199990000
30000; 1.182; 449985000
40000; 2.152; 799980000
50000; 3.379; 1249975000
60000; 4.871; 1799970000
70000; 7.133; 2449965000
80000; 8.661; 3199960000
90000; 11.489; 4049955000
100000; 13.672; 4999950000
