10000; 0.151; 49995000
20000; 0.619; 199990000
30000; 1.308; 449985000
40000; 2.348; 799980000
50000; 3.682; 1249975000
60000; 5.304; 1799970000
70000; 7.199; 2449965000
80000; 9.782; 3199960000
90000; 11.908; 4049955000
100000; 15.498; 4999950000
