10000; 0.139; 49995000
20000; 0.624; 199990000
30000; 1.228; 449985000
40000; 2.242; 799980000
50000; 3.684; 1249975000
60000; 5.073; 1799970000
70000; 7.164; 2449965000
80000; 9.035; 3199960000
90000; 11.978; 4049955000
100000; 14.034; 4999950000
